Authors	records	% of 6293
BLEIDORN CHRISTOPH	6	0.095
BOISSINOT S	6	0.095
BOISSINOT STEPHANE	6	0.095
BONHOEFFER S	6	0.095
BONHOEFFER SEBASTIAN	6	0.095
BORNBERG-BAUER ERICH	6	0.095
BOSCH E	6	0.095
BOSCH ELENA	6	0.095
BRAUER S	6	0.095
BRAUER SILKE	6	0.095
BROCHIER-ARMANET C	6	0.095
BROCHIER-ARMANET CELINE	6	0.095
BROMHAM L	6	0.095
BROMHAM LINDELL	6	0.095
BROOKFIELD JFY	6	0.095
BROOKFIELD JOHN F Y	6	0.095
BRUFORD MICHAEL W	6	0.095
BRUFORD MW	6	0.095
BRUNO W J	6	0.095
BRUNO WJ	6	0.095
BRYANT D	6	0.095
BRYANT DAVID	6	0.095
BULL J J	6	0.095
BURGER G	6	0.095
BURGER GERTRAUD	6	0.095
CAI XINJIANG	6	0.095
CAI XJ	6	0.095
CARLETON KAREN L	6	0.095
CARLETON KL	6	0.095
CARMEL L	6	0.095
CARMEL LIRAN	6	0.095
