Authors	records	% of 3483
GRUBER M	2	0.057
GUENTHER CR	2	0.057
GUO BZ	2	0.057
GUSTAFSON CL	2	0.057
GUSTAVSSON I	2	0.057
GUTMAN PO	2	0.057
HAGANDER P	2	0.057
HAMMER J	2	0.057
HAMMOURI H	2	0.057
HANNAN EJ	2	0.057
HARDOUIN L	2	0.057
HARTMANN GL	2	0.057
HARVEY CA	2	0.057
HAYAKAWA Y	2	0.057
HEDRICK JK	2	0.057
HENCH JJ	2	0.057
HENRION D	2	0.057
HERMANN R	2	0.057
HERNANDEZ R	2	0.057
HIBEY JL	2	0.057
HIPPE P	2	0.057
HO DWC	2	0.057
HOLLOT CV	2	0.057
HOLTZMAN JM	2	0.057
HOPKINS WE	2	0.057
HORING S	2	0.057
HOU CH	2	0.057
HOU L	2	0.057
HSU CC	2	0.057
HU SQ	2	0.057
HUANG G	2	0.057
HUANG L	2	0.057
HUNT KJ	2	0.057
HUTTON MF	2	0.057
HWANG C	2	0.057
HWANG WG	2	0.057
ICHIKAWA A	2	0.057
IGGIDR A	2	0.057
IGLESIAS PA	2	0.057
INABA H	2	0.057
INDRI M	2	0.057
IWENS RP	2	0.057
JABR HA	2	0.057
JAIN AK	2	0.057
JAIN S	2	0.057
JAMESON A	2	0.057
JO NH	2	0.057
JOHANSEN DE	2	0.057
JOHANSSON M	2	0.057
JOHNSON GW	2	0.057
JUANG JC	2	0.057
KABULI MG	2	0.057
KANG HI	2	0.057
KANG W	2	0.057
KASTNER MP	2	0.057
KATAYAMA T	2	0.057
KAWAMURA K	2	0.057
KENNEY CS	2	0.057
KHAMMASH M	2	0.057
KHORRAMI F	2	0.057
KIM JH	2	0.057
KIM KB	2	0.057
KIM KS	2	0.057
KIM PS	2	0.057
KIM SJ	2	0.057
KIM YH	2	0.057
KITAGAWA G	2	0.057
KLAMKA J	2	0.057
KLEINMAN AJ	2	0.057
KNOWLES JB	2	0.057
KNUDSEN HK	2	0.057
KODITSCHEK DE	2	0.057
KOIVO AJ	2	0.057
KOKOTOVIC P	2	0.057
KOLMANOVSKY I	2	0.057
KOOLE G	2	0.057
KOTSIOS S	2	0.057
KRAUSE JM	2	0.057
KRISHNA CM	2	0.057
KRISHNAPRASAD PS	2	0.057
KUMAR A	2	0.057
KUNG FC	2	0.057
KUO BC	2	0.057
KWAKERNA H	2	0.057
LAMNABHILAGARRIGUE F	2	0.057
LASDON LS	2	0.057
LAUMOND JP	2	0.057
LEE JG	2	0.057
LEE JJ	2	0.057
LEE JS	2	0.057
LEE S	2	0.057
LEHMAN B	2	0.057
LEHTOMAKI NA	2	0.057
LELAND R	2	0.057
LELAND RP	2	0.057
LELE MM	2	0.057
LEMAY JL	2	0.057
LEVINE J	2	0.057
LEWIS AD	2	0.057
LI G	2	0.057
LI THS	2	0.057
LI ZH	2	0.057
LIAO LZ	2	0.057
LIAW DC	2	0.057
LIBERZON D	2	0.057
LIEN CH	2	0.057
LIM AEB	2	0.057
LIM JT	2	0.057
LIN CA	2	0.057
LIN CS	2	0.057
LIN JS	2	0.057
LIN ZP	2	0.057
LIU R	2	0.057
LIU RW	2	0.057
LIU WQ	2	0.057
LIU XP	2	0.057
LIU YH	2	0.057
LIZARRALDE F	2	0.057
LOGOTHETIS A	2	0.057
LOH AP	2	0.057
LORIA A	2	0.057
LOUBATON P	2	0.057
LOVASSNAGY V	2	0.057
LOZANOLEAL R	2	0.057
LU WW	2	0.057
LUO JC	2	0.057
LY UL	2	0.057
MA DJ	2	0.057
MACCHI O	2	0.057
MAGNI L	2	0.057
MAHMOUD MS	2	0.057
MAIMON O	2	0.057
MANDL P	2	0.057
MANITIUS AZ	2	0.057
MARCHESINI G	2	0.057
MAROWITZ JE	2	0.057
MARSDEN JE	2	0.057
MASSEY JL	2	0.057
MATAUSEK MR	2	0.057
MATSUBARA M	2	0.057
MAZENC F	2	0.057
MBOUP M	2	0.057
MCINNIS BC	2	0.057
MCKELVEY T	2	0.057
MCLANE PJ	2	0.057
MEES AI	2	0.057
MEHRMANN V	2	0.057
MENGA G	2	0.057
MESCHLER PA	2	0.057
MEYER DG	2	0.057
MICIC AD	2	0.057
MITA T	2	0.057
MORGAN BS	2	0.057
MORGUL O	2	0.057
MORIN P	2	0.057
MOUSA MS	2	0.057
MOUSTAKIDES GV	2	0.057
MUKHOPADHYAY S	2	0.057
MURPHY GJ	2	0.057
MURPHY MS	2	0.057
MURTHY DNP	2	0.057
NAGATA A	2	0.057
NAGPAL KM	2	0.057
NANANUKUL S	2	0.057
NASH RA	2	0.057
NEWTON GC	2	0.057
NGUANG SK	2	0.057
NISHIMURA T	2	0.057
NORMAND-CYROT D	2	0.057
OMALLEY RE	2	0.057
OOBA T	2	0.057
ORLOV Y	2	0.057
OUTBIB R	2	0.057
PAIGE CC	2	0.057
PAIT FM	2	0.057
PANAYIOTOU CG	2	0.057
PAO LY	2	0.057
PAPPAS GJ	2	0.057
PARISINI T	2	0.057
PARK KB	2	0.057
PARK Y	2	0.057
PARKS PC	2	0.057
PARRILO PA	2	0.057
PASCHALIDIS IC	2	0.057
PATRA A	2	0.057
PATTIPATI KR	2	0.057
PAVON M	2	0.057
PENA RSS	2	0.057
PERDON AM	2	0.057
PERES PLD	2	0.057
PERESADA S	2	0.057
PERNEBO L	2	0.057
PHILLIS YA	2	0.057
PICCI G	2	0.057
PINDYCK RS	2	0.057
PIRONTI A	2	0.057
PODOWSKI MZ	2	0.057
POLJAK S	2	0.057
POLYAK BT	2	0.057
POWERS DL	2	0.057
POZNYAK AS	2	0.057
QIAN JX	2	0.057
QUADRAT JP	2	0.057
RACHID A	2	0.057
RAFAJLOWICZ E	2	0.057
RAJAMANI R	2	0.057
RAJAN R	2	0.057
RAMI MA	2	0.057
RAMIREZ J	2	0.057
RAO TS	2	0.057
RAVIKANTH R	2	0.057
RAY WH	2	0.057
REGALIA PA	2	0.057
REID DB	2	0.057
REIF K	2	0.057
REVELIOTIS SA	2	0.057
REYHANOGLU M	2	0.057
RICHTER S	2	0.057
RINGLEE RJ	2	0.057
RINK RE	2	0.057
RISHEL R	2	0.057
RIZZONI G	2	0.057
ROSENBROCK HH	2	0.057
ROSSITER JA	2	0.057
ROTEA MA	2	0.057
ROY RJ	2	0.057
RUDIE K	2	0.057
RUSZCZYNSKI A	2	0.057
RYAN EP	2	0.057
SAEKI M	2	0.057
SAGE AP	2	0.057
SAKAMOTO N	2	0.057
SALAMON D	2	0.057
SALLET G	2	0.057
SALMON DM	2	0.057
SAMPATH M	2	0.057
