Authors	records	% of 10337
BENSON J	4	0.039
BERNARD A	4	0.039
BERREBI A	4	0.039
BHAN MK	4	0.039
BING RF	4	0.039
BIRD AG	4	0.039
BJORKHOLM M	4	0.039
BLAU JN	4	0.039
BLISS JM	4	0.039
BLISS L	4	0.039
BOBROW M	4	0.039
BOERSMA E	4	0.039
BOGOUSSLAVSKY J	4	0.039
BONITA R	4	0.039
BOUCHER CAB	4	0.039
BOUNAMEAUX H	4	0.039
BOUSSER MG	4	0.039
BRAND R	4	0.039
BRIEND A	4	0.039
BRODWICK MS	4	0.039
BROSTOFF J	4	0.039
BROWN D	4	0.039
BROWN J	4	0.039
BROWN V	4	0.039
BROZOVIC M	4	0.039
BRUNVEZINET F	4	0.039
BUDAJ A	4	0.039
BURN J	4	0.039
BWAYO JJ	4	0.039
BYASS P	4	0.039
CAIRNS J	4	0.039
CALNE DB	4	0.039
CAMPBELL MJ	4	0.039
CANDELISE L	4	0.039
CAPORASO N	4	0.039
CAPPUCCIO FP	4	0.039
CARBON C	4	0.039
CARRELL RW	4	0.039
CARTWRIGHT KAV	4	0.039
CASSCELLS W	4	0.039
CASTIGLIONE M	4	0.039
CATES W	4	0.039
CAVALLI F	4	0.039
CERAMI A	4	0.039
CHAMBERLAIN J	4	0.039
CHANARIN I	4	0.039
CHAUDARY MA	4	0.039
CHEN ZM	4	0.039
CHENG AFB	4	0.039
CHESSELLS JM	4	0.039
CHIBA S	4	0.039
CHILVERS C	4	0.039
CHISHOLM R	4	0.039
CHRISTIANSEN C	4	0.039
CHULAY JD	4	0.039
CHURCHILL D	4	0.039
CHUTIVONGSE S	4	0.039
CLARK M	4	0.039
CLARKE EA	4	0.039
COCKBURN F	4	0.039
COGGON D	4	0.039
COHEN BJ	4	0.039
COHEN D	4	0.039
COHEN E	4	0.039
COHEN L	4	0.039
COLE PJ	4	0.039
COLINJONES DG	4	0.039
COLOMBO M	4	0.039
COLTART DJ	4	0.039
COMPSTON A	4	0.039
CONANT MA	4	0.039
COOPER D	4	0.039
COSTA DC	4	0.039
COUTINHO RA	4	0.039
COX C	4	0.039
CREAN P	4	0.039
CREED F	4	0.039
CRESPI M	4	0.039
CROSNIER J	4	0.039
CROWTHER D	4	0.039
CUMBERLAND DC	4	0.039
CUMMINGS SR	4	0.039
CUNNINGHAM J	4	0.039
CURRAN JW	4	0.039
DAHLOF B	4	0.039
DALGLEISH A	4	0.039
DALING JR	4	0.039
DAMARO J	4	0.039
DANKS DM	4	0.039
DAVID A	4	0.039
DAVIES C	4	0.039
DAVIES EG	4	0.039
DAVIES GJ	4	0.039
DAVIS JA	4	0.039
