Authors	records	% of 55042
ECKLUND KM	101	0.183
HEINTZ U	101	0.183
JONCKHEERE A	101	0.183
KIM P	101	0.183
MARAVIN Y	101	0.183
MAYER B	101	0.183
NICHOLSON H	101	0.183
PATRIGNANI C	101	0.183
SANTRONI A	101	0.183
TAKANO T	101	0.183
TARAS P	101	0.183
WATANABE T	101	0.183
ZIEMINSKA D	101	0.183
BONNEAUD GR	100	0.182
BROCK R	100	0.182
GROSSOPILCHER C	100	0.182
HEDIN D	100	0.182
KRISHNAMURTHY M	100	0.182
LIU R	100	0.182
MARUYAMA T	100	0.182
NARAIN M	100	0.182
ROSENBERG EI	100	0.182
THOMAS TL	100	0.182
WAGONER DE	100	0.182
ALVES GA	99	0.180
CHENG CH	99	0.180
CHOI S	99	0.180
FISYAK Y	99	0.180
GAO YS	99	0.180
HU T	99	0.180
IWASAKI Y	99	0.180
JUDD D	99	0.180
KARR K	99	0.180
KUWABARA T	99	0.180
NAGAMINE T	99	0.180
OHMOTO T	99	0.180
PALMER M	99	0.180
RIBON A	99	0.180
SNIHUR R	99	0.180
WOLINSKI D	99	0.180
WRIGHT DH	99	0.180
ABOLINS M	98	0.178
ALEKSAN R	98	0.178
ASNER DM	98	0.178
BARTELT J	98	0.178
BERNARD D	98	0.178
BUGG W	98	0.178
CAHN RN	98	0.178
CHEN E	98	0.178
COTTINGHAM WN	98	0.178
DIESBURG M	98	0.178
ESCHRICH I	98	0.178
FRANEK B	98	0.178
FUESS S	98	0.178
HAIRE M	98	0.178
HARDMAN AD	98	0.178
HARTON JL	98	0.178
KEUTELIAN H	98	0.178
KOCH H	98	0.178
KOLOMENSKY YG	98	0.178
MERRITT KW	98	0.178
MORGANTI M	98	0.178
NEWMANHOLMES C	98	0.178
POPE BG	98	0.178
REUCROFT S	98	0.178
SOHA A	98	0.178
SOUZA M	98	0.178
SUZUKI S	98	0.178
WORMSER G	98	0.178
ZIEMINSKI A	98	0.178
BALDIN B	97	0.176
BARTLETT JF	97	0.176
BERRYHILL J	97	0.176
BHAT PC	97	0.176
BRANDT A	97	0.176
BROSS A	97	0.176
COWAN R	97	0.176
GOLUBEV VB	97	0.176
GOMEZ B	97	0.176
GRANNIS PD	97	0.176
HAGOPIAN S	97	0.176
HEINSON AP	97	0.176
HINSON JW	97	0.176
IWASAKI M	97	0.176
KELLEY K	97	0.176
KHAN A	97	0.176
KRZYWDZINSKI S	97	0.176
LANDSBERG G	97	0.176
LEPELTIER V	97	0.176
MARKELOFF R	97	0.176
MCCARTHY R	97	0.176
MINATO H	97	0.176
NEGRET JP	97	0.176
OGG M	97	0.176
OTTO S	97	0.176
PALOMBO F	97	0.176
PAN Y	97	0.176
POSOCCO M	97	0.176
ROBUTTI E	97	0.176
SANTORO A	97	0.176
SIROTENKO V	97	0.176
SMITH RP	97	0.176
TOKURA Y	97	0.176
VASILEIADIS G	97	0.176
WAPPLER F	97	0.176
WEERTS H	97	0.176
WU SL	97	0.176
BADEN A	96	0.174
BERI SB	96	0.174
BOEHNLEIN A	96	0.174
BOYD JT	96	0.174
BUCHANAN C	96	0.174
BUTLER JM	96	0.174
CHAKRABORTY D	96	0.174
CHEN C	96	0.174
CRAWLEY HB	96	0.174
DENISOV SP	96	0.174
GOPAL GP	96	0.174
GROSDIDIER G	96	0.174
