Authors	records	% of 784
BOUHANICK B	1	0.128
BOULIANNE M	1	0.128
BOUMENDJEL N	1	0.128
BOURASSA M	1	0.128
BOURDET C	1	0.128
BOURHIS J	1	0.128
BOURKE U	1	0.128
BOURNE TH	1	0.128
BOUTROS NN	1	0.128
BOWEN EF	1	0.128
BOWER T	1	0.128
BOYCE A	1	0.128
BOYCE MJ	1	0.128
BOYETT JM	1	0.128
BOZEK B	1	0.128
BRACKLEY KJ	1	0.128
BRADLEY J	1	0.128
BRADLEY JS	1	0.128
BRADLEY W	1	0.128
BRADY F	1	0.128
BRAGE JF	1	0.128
BRAHAMS D	1	0.128
BRAITSTEIN P	1	0.128
BRAMBILLA P	1	0.128
BRANCALEONI R	1	0.128
BRANDENBERGER G	1	0.128
BRASS N	1	0.128
BRATINA-URSIC N	1	0.128
BRATLIE J	1	0.128
BRATSCH J	1	0.128
BRAUN L	1	0.128
BRAUNWALD E	1	0.128
BRAVER J	1	0.128
BRAWN WJ	1	0.128
BREAKWELL L	1	0.128
BREDART A	1	0.128
BREER H	1	0.128
BREKELMANS CTM	1	0.128
BREMNER WJ	1	0.128
BRENCHLEY JM	1	0.128
BRENDOLAN A	1	0.128
BRENELLI SL	1	0.128
BRENER S	1	0.128
BRENKEL I	1	0.128
BRENNER B	1	0.128
BRETTIE R	1	0.128
BREWIS C	1	0.128
BRIESE T	1	0.128
BRIET E	1	0.128
BRIGGS A	1	0.128
BRIGGS DA	1	0.128
BRIGGS P	1	0.128
BRIGHTLING CE	1	0.128
BRIGIS G	1	0.128
BRILL D	1	0.128
BRINER VA	1	0.128
BRIOL L	1	0.128
BRISON DR	1	0.128
BRISTOW P	1	0.128
BROAD J	1	0.128
BROADWATER R	1	0.128
BROCKHOFF C	1	0.128
BROCKMAN A	1	0.128
BRODIE MJ	1	0.128
BRONSTEIN AM	1	0.128
BROOKER JC	1	0.128
BROOKS J	1	0.128
BROOME G	1	0.128
BROPHY J	1	0.128
BROSCH E	1	0.128
BROTHERTON J	1	0.128
BROTMAN DJ	1	0.128
BROUILLETTE M	1	0.128
BROUSSE N	1	0.128
BROWN A	1	0.128
BROWN AE	1	0.128
BROWN BH	1	0.128
BROWN J	1	0.128
BROWN JS	1	0.128
BROWN LJR	1	0.128
BROWN M	1	0.128
BROWN MJ	1	0.128
BROWNE K	1	0.128
BROWNE M	1	0.128
BROWNING MJ	1	0.128
BROWNING R	1	0.128
BROWNLEE D	1	0.128
BROWNOFF R	1	0.128
BRU C	1	0.128
BRUCE MC	1	0.128
BRUGIERES P	1	0.128
BRUGUERA M	1	0.128
BRUINING GJ	1	0.128
BRUN R	1	0.128
BRUNAZZI M	1	0.128
BRUNEKREEF B	1	0.128
BRUNELLI C	1	0.128
BRUNET JS	1	0.128
BRUNNER D	1	0.128
BRUNNER G	1	0.128
BRUNNER S	1	0.128
BRUSSELMANS H	1	0.128
BRUTSCHE IC	1	0.128
BRUTSCHE MH	1	0.128
BRUTTI G	1	0.128
BRUUN J	1	0.128
BRYAN SA	1	0.128
BUCHAN AM	1	0.128
BUCHANAN R	1	0.128
BUCHBINDER M	1	0.128
BUCHBINDER S	1	0.128
BUCHSBAUM R	1	0.128
BUDTS W	1	0.128
BUGRI S	1	0.128
BUIST DSM	1	0.128
BUIST M	1	0.128
BUITHIEU J	1	0.128
BULL SB	1	0.128
BULLER C	1	0.128
BULLER CE	1	0.128
BULLER L	1	0.128
BULPITT C	1	0.128
BULSTRODE C	1	0.128
BULTERIJS EJ	1	0.128
BUMP R	1	0.128
BUNGA B	1	0.128
BUNJES D	1	0.128
BURCHENAL J	1	0.128
BURCHETT KR	1	0.128
BURG M	1	0.128
BURGE DJ	1	0.128
BURGER S	1	0.128
BURGESS P	1	0.128
BURGISSER P	1	0.128
BURKHOFF D	1	0.128
BURLEY MW	1	0.128
BURNHAM G	1	0.128
BURR ML	1	0.128
BURRI C	1	0.128
BURSTEIN AH	1	0.128
BURT RK	1	0.128
BURZYKOWSKI T	1	0.128
BUSCH A	1	0.128
BUSUND R	1	0.128
BUTH J	1	0.128
BUTLER K	1	0.128
BUTLER P	1	0.128
BUTLER-BARNES J	1	0.128
BUTLER-MANUEL A	1	0.128
BUTMAN S	1	0.128
BUTTERS T	1	0.128
BUTTNER DW	1	0.128
BUYSE M	1	0.128
BUZDAR AU	1	0.128
BUZZETTI R	1	0.128
BYINGTON R	1	0.128
BYTZER P	1	0.128
CADORINI E	1	0.128
CAFARO DP	1	0.128
CAFFERKEY M	1	0.128
CAHN JY	1	0.128
CAILLIEZ V	1	0.128
CAIRNS A	1	0.128
CALAMARI D	1	0.128
CALAMINUS G	1	0.128
CALAMUNCI N	1	0.128
CALIFF R	1	0.128
CALNE RY	1	0.128
CALVE C	1	0.128
CALVERT K	1	0.128
CAMA RI	1	0.128
CAMBIANO A	1	0.128
CAMERON M	1	0.128
CAMERON W	1	0.128
CAMILLERI M	1	0.128
CAMMAROTA G	1	0.128
CAMPBELL AK	1	0.128
CAMPBELL IA	1	0.128
CAMPBELL L	1	0.128
CAMPBELL MJ	1	0.128
CAMPBELL P	1	0.128
CAMPBELL S	1	0.128
CAMPBELL T	1	0.128
CAMPEAU J	1	0.128
CAMUS D	1	0.128
CANIZARES R	1	0.128
CANN M	1	0.128
CANNING C	1	0.128
CANNON CP	1	0.128
CANO J	1	0.128
CANTARUTTI L	1	0.128
CANTOR A	1	0.128
CANTOR WJ	1	0.128
CANTRELL P	1	0.128
CAO Y	1	0.128
CAPES SE	1	0.128
CAPONNETTO S	1	0.128
CAPRILLI R	1	0.128
CAPRON M	1	0.128
CARAMELLI B	1	0.128
CARAUX J	1	0.128
CARBY M	1	0.128
CARDEN DG	1	0.128
CARDONA M	1	0.128
CARDONA-MUNOZ E	1	0.128
CAREL JC	1	0.128
CARERE G	1	0.128
CARERE R	1	0.128
CAREWICZ O	1	0.128
CARLIER MF	1	0.128
CARLSEN E	1	0.128
CARLSEN J	1	0.128
CARLSON J	1	0.128
CARLSON RW	1	0.128
CARMAN WF	1	0.128
CARMICHAEL J	1	0.128
CARMICHAEL P	1	0.128
CARNOT F	1	0.128
CAROLEI A	1	0.128
CAROSELLA ED	1	0.128
CARP RI	1	0.128
CARPENTER CCJ	1	0.128
CARPENTER LM	1	0.128
CARPENTIER A	1	0.128
CARR A	1	0.128
CARR S	1	0.128
CARRARO PS	1	0.128
CARRASCO P	1	0.128
CARRERI V	1	0.128
CARRIER S	1	0.128
CARROLL J	1	0.128
CARROLL S	1	0.128
CARTER J	1	0.128
CARTER R	1	0.128
CARTER TB	1	0.128
CARTWRIGHT R	1	0.128
CARUSO A	1	0.128
CARVALHEIRA JBC	1	0.128
CARVALHO A	1	0.128
CASACCIA M	1	0.128
CASADEVALL A	1	0.128
CASALE V	1	0.128
CASANUEVA FF	1	0.128
CASEY D	1	0.128
CASIRAGHI MA	1	0.128
CASPARI G	1	0.128
CASPARY WF	1	0.128
CASTAIGNE A	1	0.128
CASTIGLIONE-GERTSCH M	1	0.128
CASU A	1	0.128
CATARINO PA	1	0.128
CATHELINE M	1	0.128
CATTAN D	1	0.128
CATTO P	1	0.128
CAUGANT DA	1	0.128
CAULEY J	1	0.128
CAULIN-GLASER T	1	0.128
CAVAZZINI C	1	0.128
CAWTE S	1	0.128
CEDERMARK B	1	0.128
CELERMAJER DS	1	0.128
CENTOFANTE P	1	0.128
CEPAITIS Z	1	0.128
CERF-BENSUSSAN N	1	0.128
CERNAY J	1	0.128
CERNIGLIARO C	1	0.128
CERVIN P	1	0.128
CESARI M	1	0.128
CESARO P	1	0.128
CHABANNON C	1	0.128
CHADWICK CJ	1	0.128
