Authors	records	% of 11621
LIU WJ	11	0.095
LIU YP	11	0.095
LIU YT	11	0.095
LUO JL	11	0.095
MA TL	11	0.095
MA WL	11	0.095
MIAO L	11	0.095
OUYANG SX	11	0.095
PENG SJ	11	0.095
PRESSER V	11	0.095
QIAN J	11	0.095
RUSSELL TP	11	0.095
RYU J	11	0.095
SHI MM	11	0.095
SHI X	11	0.095
SUN D	11	0.095
SUN LC	11	0.095
SUN ML	11	0.095
SUN SG	11	0.095
TADE MO	11	0.095
TANG YX	11	0.095
TAO XY	11	0.095
TIAN M	11	0.095
WALLACE GG	11	0.095
WAN LJ	11	0.095
WANG CR	11	0.095
WANG GC	11	0.095
WANG GY	11	0.095
WANG HW	11	0.095
WANG LH	11	0.095
WANG LM	11	0.095
WANG LX	11	0.095
WANG SB	11	0.095
WANG SJ	11	0.095
WANG ZS	11	0.095
WEI Y	11	0.095
WEN ZH	11	0.095
WU C	11	0.095
WU XW	11	0.095
WU YZ	11	0.095
XIA CR	11	0.095
XIA GL	11	0.095
XIA YY	11	0.095
XIANG Y	11	0.095
XIE K	11	0.095
XIONG SL	11	0.095
XU K	11	0.095
XU QJ	11	0.095
XU TW	11	0.095
XU XY	11	0.095
YAN J	11	0.095
YAN N	11	0.095
YAN W	11	0.095
YANG CY	11	0.095
YANG DR	11	0.095
YANG PP	11	0.095
YANG XD	11	0.095
YAO JN	11	0.095
YAO L	11	0.095
YE L	11	0.095
YUAN L	11	0.095
ZHANG HL	11	0.095
ZHANG JC	11	0.095
ZHANG SC	11	0.095
ZHANG SJ	11	0.095
ZHANG YL	11	0.095
ZHANG YM	11	0.095
ZHANG ZQ	11	0.095
ZHAO D	11	0.095
ZHAO HY	11	0.095
ZHAO JB	11	0.095
ZHAO JH	11	0.095
ZHAO XJ	11	0.095
ZHAO Z	11	0.095
ZHU ZQ	11	0.095
ZOU RQ	11	0.095
ADE H	10	0.086
AHN HJ	10	0.086
ARIGA K	10	0.086
BAI H	10	0.086
BAO XC	10	0.086
BINIONS R	10	0.086
